id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
200602229	2006	2229	13935	808164477	220710229	27019581	-16145545	39285617	860038204	51384347	588379774	11396969	283228	23720887	2117185	793534
200602230	2006	2230	15095	875387515	240176164	25101376	-18111061	43167373	935497809	59330107	643825386	12355084	453042	28789543	2312441	1294376
200602231	2006	2231	1050	48909495	11742529	693188	-745870	606244	51369819	2374659	42254200	694609	42951	1813867	77468	33680
200602232	2006	2232	16205	806820773	197454922	15246004	-16601506	15977718	852487085	44939528	694277820	11459650	409904	26274894	2445088	1429406
200602233	2006	2233	15965	776159662	187626084	10471036	-19593997	12169390	813809386	37586396	684180948	11017778	362548	25323413	2632706	781213
200602234	2006	2234	16645	877178475	228306377	13349488	-31987378	18208809	924046654	46582852	764527396	12512869	333663	28503422	2565412	904123
200602250	2006	2250	30155	1371579293	323379709	26743655	-17782016	39104869	1442942530	70615075	1095324987	18997813	781132	38228723	4044209	1845430
200602251	2006	2251	13925	622896691	144965263	13953558	-8508192	19018419	663476287	40159588	480960719	8571774	298975	18331084	2741902	765804
200602256	2006	2256	5960	264008636	60059557	8332705	-2176285	7957302	277947881	13785763	202684332	3605906	148681	6956851	787470	217037
200602257	2006	2257	11005	486731755	111565115	11495170	-5329419	29334854	512655417	25792389	365040091	6633068	285736	13693154	1060590	400535
200602258	2006	2258	2360	110280546	26623029	1733079	-2032306	2039580	115840425	5447387	92321413	1551638	71936	3045516	295218	134422
200602259	2006	2259	19780	828999450	183764615	12933310	-9592645	23335754	873073538	43763252	681965038	11345855	560958	27467643	2093074	728744
200602260	2006	2260	10730	539859391	137391325	13190186	-9770703	28886017	577607662	36829868	387637279	7532339	256087	16390434	1563464	725523
200602261	2006	2261	19920	796082565	170250146	16675953	-11177892	16643216	838315675	41826174	644286363	10815358	398288	25198498	1981618	839318
200602262	2006	2262	6930	260835440	53366135	3169750	-3349402	2746825	273884318	12956018	232816255	3514737	163079	9891815	535292	247992
200602263	2006	2263	8095	312251189	64685366	5582952	-2963146	6497096	328883303	16558288	251700097	4187456	195352	10259690	683848	323500
200602264	2006	2264	5130	212252242	45569449	4887256	-2282386	5926228	223588057	11267413	164741082	2895191	138491	6074752	558847	246518
200602265	2006	2265	1915	79088882	17292675	1685556	-642338	3155385	83383923	4279148	61124233	1078739	40645	2247884	366519	105286
200602267	2006	2267	1185	53885165	12371564	1156906	-613038	2099145	56740071	2833207	43266611	740610	35055	1608975	102745	59388
200602278	2006	2278	1260	51215056	11158884	390180	-475185	774810	53177571	1960272	45877640	707835	30018	1480452	66132	35256
200602280	2006	2280	11635	554493238	133740989	10185161	-5121555	18723388	582765510	27925599	433371534	7760390	247777	15385655	1195353	543004
200602281	2006	2281	5335	226188368	50043054	4661655	-2768546	5697775	238695419	12338151	184661959	3103421	121251	6577954	508667	199349
200602282	2006	2282	7235	360389245	89826106	6894179	-5012678	17232002	378483265	18000799	280869954	5051419	142752	9136649	932927	455157
200602283	2006	2283	9890	457710262	107740250	10096441	-2760697	13930937	481667371	23736747	344843793	6306651	225573	11751831	1026816	494268
200602284	2006	2284	4085	172879247	38321264	2780463	-1173622	2916038	181631026	8613408	143685816	2376974	98481	5213034	360134	201282
200602285	2006	2285	11560	484459636	107432222	5533410	-3389431	6192042	504725937	20247620	429246416	6755736	269130	13804320	883273	632754
200602286	2006	2286	1540	61194874	13178082	416386	-304324	587154	63843328	2631869	55302739	847195	43263	1890118	91832	87285
200602287	2006	2287	14210	611108136	137310257	7242221	-4915971	7748561	637252900	26065240	542923679	8464345	322497	17641997	1292782	1119451
200602289	2006	2289	8630	397129509	92951274	7778740	-3871341	7304049	417200222	19801594	323890982	5464509	180600	11317120	1204859	888121
200602290	2006	2290	14725	669392758	156996289	11948992	-5326815	14567837	701797543	32312964	541073600	9315469	333726	19214334	1472371	1040658
200602291	2006	2291	7125	407175496	110927438	10932838	-4895924	16262497	433049101	25546319	290352693	5692381	171017	10582357	1158728	902513
200602292	2006	2292	1010	42385716	9601192	581443	-276696	981481	44164715	1752276	36676264	583969	35138	1345127	77638	135065
200602293	2006	2293	1140	48257819	11070636	912031	-647377	841102	51074910	2801123	43540576	657064	35135	1656255	91674	159421
200602294	2006	2294	765	31974555	7092024	282903	-438943	534092	33413782	1426764	28942693	425108	39503	1127019	64290	154534
200602295	2006	2295	1995	83586192	18263027	1338842	-1051509	1549686	87002119	3510515	69851635	1129135	53312	2171675	208584	124214
200602296	2006	2296	600	23808287	5093967	411011	-279667	330294	25029342	1222008	22131082	325759	19967	961760	53478	98289
200602297	2006	2297	595	24080813	5178510	263312	-186505	242713	25281557	1200779	21113788	332359	20068	822571	56045	72760
200602298	2006	2298	3505	137670747	29042818	1800451	-1144208	1857234	143858908	6169594	122914773	1862821	94235	4242103	356073	398775
200602299	2006	2299	4190	179915221	40698960	2504798	-1319799	3237349	188157147	8196355	154333337	2456936	103552	5361802	465950	443940
200602300	2006	2300	5210	311828141	88193027	6724477	-3048674	13467018	333438297	21426939	209790147	4286033	195971	8888485	916135	1062924
200602302	2006	2302	170	6940664	1507933	75444	-20172	55216	7323594	369220	5763431	92738	6506	230789	22769	26057
200602303	2006	2303	4065	203991482	51820099	4223906	-2005807	4782737	214298430	10154056	158274619	2834614	100543	5160135	532609	441911
200602304	2006	2304	5845	231912199	49343222	2553940	-1808366	1915306	242180741	10144024	208897894	3148134	185034	7475773	651697	688319
200602305	2006	2305	5890	306938411	79322252	5401410	-3141935	12034666	322426583	15321126	241387887	4333514	150499	8136215	838574	543636
200602306	2006	2306	720	22379908	4029074	85195	-14392	18980	23138631	739368	19805448	277450	16953	649197	25395	12605
200602307	2006	2307	1305	50471477	10524997	429121	-76980	822933	52536332	2064860	44743145	682464	35077	1319635	130028	116946
200602311	2006	2311	345	13662655	2741400	721488	93047	630454	15035674	1287107	9613129	182351	8325	421053	26146	12739
200602312	2006	2312	495	17064884	3269526	464853	55197	663231	18044312	968720	11913218	222711	13484	526481	20134	10279
200602315	2006	2315	5230	230863148	52165240	8969276	-1980498	11118636	247083217	16057308	147920424	2934226	96627	6187526	624171	155642
200602316	2006	2316	2210	87094352	18485459	1474244	-1535055	1709281	91929778	4765580	69812285	1133569	46844	3009429	146906	64723
200602317	2006	2317	2345	103094005	23128665	4573402	-163355	4263089	111250601	8112797	64805242	1304447	37529	2723656	240026	60457
200602318	2006	2318	4935	217549127	49651279	2532734	-1920929	7765897	227227911	9584967	183798503	2738654	157957	6649047	366760	186145
200602319	2006	2319	2155	86078076	17882986	1969646	-676557	1324421	90476532	4390779	69468527	1113720	55104	2688305	197194	47780
200602320	2006	2320	11155	547220935	137159676	8321746	-4138831	21465757	572394661	24844535	450928260	7683644	365522	14028046	1037907	637299
200602321	2006	2321	4615	224809789	55765685	2988182	-1464780	7406011	235787020	10760694	180858827	3148680	151562	5515484	366933	198574
200602322	2006	2322	7580	330053023	75349790	2955625	-2388973	5001098	342566876	12481525	289874414	4555014	191862	8772787	578396	320283
200602323	2006	2323	10630	484673787	113923333	6833702	-3437911	8400990	505538632	20659364	416653268	6696402	295189	12962700	1070048	632161
200602324	2006	2324	8670	360409432	78516214	6860549	-1355103	8437270	379713369	18939837	281703066	4773310	220238	9765355	884157	299018
200602325	2006	2325	8955	385811537	88063922	5620667	-2414247	7932492	403760288	17829037	335093276	5291022	265299	11352323	600104	235415
200602326	2006	2326	2510	98519101	21067728	740404	-480697	852116	102401997	3873456	89347806	1342539	65353	2891465	224644	52556
200602327	2006	2327	2800	112389514	24283667	1089939	-435200	804644	116480835	4090021	101160396	1538198	75529	3130904	162448	79248
200602328	2006	2328	1075	59421966	16505754	659494	-336800	4094037	61772474	2302244	42892867	833868	36956	1336249	74661	24796
200602329	2006	2329	765	31814568	7375181	1153227	35859	1721835	34062409	2234700	20792010	436573	25482	781322	125070	34964
200602330	2006	2330	9215	499689521	132235852	7051604	-4647262	11333661	522298606	22358594	446145845	7005414	448703	13463667	987818	476587
200602333	2006	2333	5465	283371765	72424777	3659462	-2705749	4919410	295375579	11876805	255593908	4008507	280819	7353530	533170	236372
200602334	2006	2334	920	39860394	9253888	322292	-254194	245157	41609016	1745622	37257691	550680	35160	1375498	61201	25124
200602335	2006	2335	2235	110447281	27352412	1395877	-798226	1803699	115797686	5286978	100757325	1553712	60678	3198399	253505	105277
200602336	2006	2336	1150	54025254	13003875	777329	-395026	690680	56050458	1883157	48012593	756693	62518	1304477	82569	29054
200602337	2006	2337	3425	179738987	46270485	3413272	-155959	4247327	189426928	9517264	126595203	2553371	124096	4450325	900965	154741
200602338	2006	2338	515	21028549	4422001	361997	54535	385951	22225379	1172167	15075511	286545	10053	543140	35580	21310
200602339	2006	2339	280	11650143	2824857	208955	84290	1403581	13114058	1338622	6315027	156031	4788	253997	383205	10481
200602340	2006	2340	19610	813856001	180166579	16366858	96767	25572004	858872461	44315886	629200702	11132857	444923	24668703	1939665	1145622
200602341	2006	2341	520	20238264	4044505	289045	-6852	240652	21278854	1018034	16711689	267742	14213	810095	35952	19451
200602342	2006	2342	180	7281695	1720323	206187	24065	486088	7797114	511303	4872166	100326	6427	294690	7165	6291
200602343	2006	2343	1965	80830300	17960717	2293238	115880	2912342	85108211	4152529	52759848	1094624	34931	2128858	133815	84387
200602344	2006	2344	285	11140061	2376833	337365	77806	166502	11809700	647097	9143410	153931	2994	352252	15185	7416
200602345	2006	2345	325	11977698	2396754	104661	11063	192307	12533799	533298	10269656	163192	9780	392630	19247	33998
200602346	2006	2346	995	34890576	6740576	1055702	571	587598	36482762	1566935	26260192	455004	14086	833200	39472	42291
200602347	2006	2347	655	22226427	4167891	738366	10243	866705	23684038	1388281	14763460	291882	9872	596886	32399	12496
200602350	2006	2350	10455	429756762	93359785	10852455	-153644	12082401	456659968	26549601	320681054	5847015	291733	11641059	1521524	796802
200602352	2006	2352	1060	38360306	7656100	678902	240251	417091	40151577	1745962	32295672	522185	21327	1222761	102289	49500
200602353	2006	2353	370	12626761	2412455	220083	-61281	162059	13154081	503487	10558072	166058	4960	375336	13955	4088
200602354	2006	2354	1575	62742239	14041429	2351178	367123	5754352	67044693	4200750	33757075	831913	35711	1310707	81184	31078
200602355	2006	2355	205	6844340	1338412	177392	-1085	115418	7285993	418964	5838974	90170	7219	337609	20034	12641
200602357	2006	2357	1545	59452576	12482088	1612642	-41117	1222833	62826306	3243371	42083718	803467	32661	1374567	103059	76259
200602358	2006	2358	1605	61594772	13116886	1657362	47482	1596153	65118900	3341319	42844725	826162	33205	1652541	106057	52718
200602359	2006	2359	245	7454442	1229545	127865	52272	157875	7860597	395535	5234468	94054	1668	244436	7722	8197
200602360	2006	2360	5245	194083313	39663134	4079937	249366	5066335	206187521	11879672	144143489	2568131	101193	5005828	280660	223100
200602361	2006	2361	225	6891568	1184983	310840	140722	98174	7311719	402375	5051169	81898	2814	256178	7212	4281
200602365	2006	2365	1355	47352846	9384366	1456871	7749	1625092	50827377	3367787	31041428	625645	32415	1182014	47621	53588
200602369	2006	2369	265	8284873	1489799	169710	20411	18161	8604777	319901	6494492	107381	9673	220899	5994	9995
200602370	2006	2370	2810	101955376	20297982	3707473	-204691	5366008	109720835	7743646	73901637	1332861	48497	3490245	167134	100227
200602371	2006	2371	350	12191152	2161352	331939	7701	314379	13010556	781331	7612461	149842	3873	352676	13824	19660
200602372	2006	2372	1695	58662627	11152646	1951981	-44422	1526648	62530607	3790577	42182615	760112	19848	2157029	106284	71774
200602379	2006	2379	150	5656091	1223890	250519	105039	425132	6321773	645366	2638483	75520	573	97524	15794	2289
200602380	2006	2380	3920	155263376	33466272	4656918	-262531	4217854	163165464	7712196	116047131	2107347	106832	3701232	263557	202753
200602381	2006	2381	465	18863747	4158048	684881	45622	393921	19900335	1023427	11642733	247209	9342	396805	25857	17431
200602382	2006	2382	465	16212437	3168386	682539	28119	505819	17274923	994291	10640599	214454	5514	429090	20460	6857
200602386	2006	2386	170	5743037	1072374	193648	1939	196163	6279122	367164	3151585	77117	3873	134321	1849	2734
200602387	2006	2387	90	4051719	968005	69255	55983	419013	4276243	224476	2390446	55930	1915	99190	2244	2757
200602388	2006	2388	1195	60797195	16269633	1268435	-137448	1483853	64114089	2909280	33821985	849122	29243	1105537	75493	75923
200602390	2006	2390	3820	157660684	34852158	2705689	313196	3432926	164868105	7085454	122425261	2187906	103340	3324956	207514	161795
200602395	2006	2395	210	6921519	1289116	218249	28174	146920	7231475	292570	5203625	89329	3828	140721	19781	16601
200602396	2006	2396	285	10011953	1943719	223495	30291	207732	10754041	673657	7144061	129465	3944	334686	12367	25918
200602397	2006	2397	195	7947011	1716197	301683	71677	503459	8547866	529497	4302492	110469	3273	142863	11367	10484
200602399	2006	2399	255	13133843	3712970	133361	216376	156995	13833363	660988	7943984	185092	14734	322881	5529	15660
200602400	2006	2400	4735	205290403	46468250	3886071	-502262	4598169	218864621	12819920	149505814	2845638	139505	4983483	310812	408320
200602401	2006	2401	125	4379714	816256	39096	-7183	12877	4577111	189845	3671903	60033	579	133578	2672	17611
200602402	2006	2402	705	25029824	4949886	607485	-37968	588649	26813176	1732052	18159433	333410	17760	675748	42815	37165
200602403	2006	2403	235	7195013	1292530	238142	35431	160779	7740605	545592	4455656	92078	1428	193784	5185	2771
200602404	2006	2404	600	20985728	3965526	661560	86622	555921	22229820	1087517	14491791	272787	7659	616781	22432	25684
200602405	2006	2405	245	9770470	2228751	243151	-80363	367751	10420540	560766	5207430	136056	4021	198080	17838	1993
200602408	2006	2408	145	6563900	1587387	206758	100458	699181	7178406	611204	3285223	90692	0	165501	3714	2923
200602409	2006	2409	240	11623848	3201493	261098	53964	61924	12237398	613550	6580289	160289	2751	359709	9740	8551
200602410	2006	2410	75	2583483	521874	40400	-24280	94774	2715230	131747	1635160	32915	570	87598	4787	986
200602415	2006	2415	115	4246974	862135	104945	1683	114027	4548057	287156	3475349	57040	2859	93270	5361	10153
200602420	2006	2420	1560	61889207	13032361	1726719	-365978	1721634	65770504	3777471	46430278	823108	32351	1795484	125431	56655
200602421	2006	2421	685	30821141	7324002	650099	-48202	552217	32439889	1604746	23530916	436371	18307	824929	42662	27902
200602422	2006	2422	1990	79568314	16775029	2537835	304996	3030798	84151512	4321304	55739348	1063800	44960	2015143	173087	43374
200602423	2006	2423	1055	40345843	8785341	1295350	76513	3972020	42968589	2507433	27115440	533068	23108	1042596	122994	21689
200602424	2006	2424	130	4191455	763105	105594	-40985	60639	4339662	132032	3279573	53349	2872	95012	6593	996
200602425	2006	2425	620	24567775	5337580	555751	116049	810923	25814259	1171713	16969124	322707	25470	649459	32775	7737
200602426	2006	2426	220	7698413	1519494	236638	13400	74470	8273077	574664	5778851	101587	5395	240251	9026	0
